1,What percentage of Notre Dame students decide to study abroad?,"According to payscale.com, undergraduate alumni of University of Notre Dame have a mid-career median salary $110,000, making it the 24th highest among colleges and universities in the United States."
0,What person was the Director of the Science Museum at Notre Dame in the late 19th century?,"Father Joseph Carrier, C.S.C. was Director of the Science Museum and the Library and Professor of Chemistry and Physics until 1874."
1,What person was the Director of the Science Museum at Notre Dame in the late 19th century?,One of Carrier's students was Father John Augustine Zahm (1851–1921) who was made Professor and Co-Director of the Science Department at age 23 and by 1900 was a nationally prominent scientist and naturalist.
0,What was the lifespan of John Augustine Zahm?,One of Carrier's students was Father John Augustine Zahm (1851–1921) who was made Professor and Co-Director of the Science Department at age 23 and by 1900 was a nationally prominent scientist and naturalist.
1,What was the lifespan of John Augustine Zahm?,"His book Evolution and Dogma (1896) defended certain aspects of evolutionary theory as true, and argued, moreover, that even the great Church teachers Thomas Aquinas and Augustine taught something like it."
0,What professorship did Father Josh Carrier hold at Notre Dame?,"Father Joseph Carrier, C.S.C. was Director of the Science Museum and the Library and Professor of Chemistry and Physics until 1874."
1,What professorship did Father Josh Carrier hold at Notre Dame?,One of Carrier's students was Father John Augustine Zahm (1851–1921) who was made Professor and Co-Director of the Science Department at age 23 and by 1900 was a nationally prominent scientist and naturalist.
0,What did the brother of John Zahm construct at Notre Dame?,"In 1882, Albert Zahm (John Zahm's brother) built an early wind tunnel used to compare lift to drag of aeronautical models."
1,What did the brother of John Zahm construct at Notre Dame?,"Around 1899, Professor Jerome Green became the first American to send a wireless message."
0,Around what time did Lobund of Notre Dame become independent?,In the 1940s Lobund achieved independent status as a purely research organization and in 1950 was raised to the status of an Institute.
1,Around what time did Lobund of Notre Dame become independent?,"Lobund was the first research organization to answer definitively, that such life is possible and that it can be prolonged through generations."
0,In what year did Lobund at Notre Dame become an Institute?,In the 1940s Lobund achieved independent status as a purely research organization and in 1950 was raised to the status of an Institute.
1,In what year did Lobund at Notre Dame become an Institute?,"In 1958 it was brought back into the Department of Biology as integral part of that department, but with its own program leading to the degree of PhD in Gnotobiotics."
0,Over how many years did Gurian edit the Review of Politics at Notre Dame?,"For 44 years, the Review was edited by Gurian, Matthew Fitzsimons, Frederick Crosson, and Thomas Stritch."
1,Over how many years did Gurian edit the Review of Politics at Notre Dame?,"The Review of Politics was founded in 1939 by Gurian, modeled after German Catholic journals."
0,What does the Kroc Institute at Notre Dame focus on?,"The university has many multi-disciplinary institutes devoted to research in varying fields, including the Medieval Institute, the Kellogg Institute for International Studies, the Kroc Institute for International Peace studies, and the Center for Social Concerns."
1,What does the Kroc Institute at Notre Dame focus on?,"The university president, John Jenkins, described his hope that Notre Dame would become ""one of the pre–eminent research institutions in the world"" in his inaugural address."
0,How many undergrads were attending Notre Dame in 2014?,"In 2014 the Notre Dame student body consisted of 12,179 students, with 8,448 undergraduates, 2,138 graduate and professional and 1,593 professional (Law, M.Div., Business, M.Ed.)"
1,How many undergrads were attending Notre Dame in 2014?,"The annual Bookstore Basketball tournament is the largest outdoor five-on-five tournament in the world with over 700 teams participating each year, while the Notre Dame Men's Boxing Club hosts the annual Bengal Bouts tournament that raises money for the Holy Cross Missions in Bangladesh."
0,What percentage of students at Notre Dame are the children of former Notre Dame students?,"Around 21–24% of students are children of alumni, and although 37% of students come from the Midwestern United States, the student body represents all 50 states and 100 countries."
1,What percentage of students at Notre Dame are the children of former Notre Dame students?,""" It has also been commended by some diversity oriented publications; Hispanic Magazine in 2004 ranked the university ninth on its list of the top–25 colleges for Latinos, and The Journal of Blacks in Higher Education recognized the university in 2006 for raising enrollment of African-American students."
0,How many students in total were at Notre Dame in 2014?,"In 2014 the Notre Dame student body consisted of 12,179 students, with 8,448 undergraduates, 2,138 graduate and professional and 1,593 professional (Law, M.Div., Business, M.Ed.)"
1,How many students in total were at Notre Dame in 2014?,""" It has also been commended by some diversity oriented publications; Hispanic Magazine in 2004 ranked the university ninth on its list of the top–25 colleges for Latinos, and The Journal of Blacks in Higher Education recognized the university in 2006 for raising enrollment of African-American students."
0,What percentage of undergrads live on the Notre Dame campus?,About 80% of undergraduates and 20% of graduate students live on campus.
1,What percentage of undergrads live on the Notre Dame campus?,"The majority of the graduate students on campus live in one of four graduate housing complexes on campus, while all on-campus undergraduates live in one of the 29 residence halls."
0,How many dorms for males are on the Notre Dame campus?,"Because of the religious affiliation of the university, all residence halls are single-sex, with 15 male dorms and 14 female dorms."
1,How many dorms for males are on the Notre Dame campus?,"There are no traditional social fraternities or sororities at the university, but a majority of students live in the same residence hall for all four years."
0,What amount of the graduate student body at Notre Dame live on the campus?,About 80% of undergraduates and 20% of graduate students live on campus.
1,What amount of the graduate student body at Notre Dame live on the campus?,"The majority of the graduate students on campus live in one of four graduate housing complexes on campus, while all on-campus undergraduates live in one of the 29 residence halls."
0,There are how many dorms for females at Notre Dame?,"Because of the religious affiliation of the university, all residence halls are single-sex, with 15 male dorms and 14 female dorms."
1,There are how many dorms for females at Notre Dame?,"There are no traditional social fraternities or sororities at the university, but a majority of students live in the same residence hall for all four years."
0,How often is Catholic mass held at Notre Dame in a week?,"Collectively, Catholic Mass is celebrated over 100 times per week on campus, and a large campus ministry program provides for the faith needs of the community."
1,How often is Catholic mass held at Notre Dame in a week?,"The Notre Dame KofC are known for being the first collegiate council of KofC, operating a charitable concession stand during every home football game and owning their own building on campus which can be used as a cigar lounge."
0,How many chapels are on the Notre Dame campus?,Fifty-seven chapels are located throughout the campus.
1,How many chapels are on the Notre Dame campus?,"There are multitudes of religious statues and artwork around campus, most prominent of which are the statue of Mary on the Main Building, the Notre Dame Grotto, and the Word of Life mural on Hesburgh Library depicting Christ as a teacher."
0,What amount of the student body of Notre Dame identifies as Catholic?,"While religious affiliation is not a criterion for admission, more than 93% of students identify as Christian, with over 80% of the total being Catholic."
1,What amount of the student body of Notre Dame identifies as Catholic?,"There are multitudes of religious statues and artwork around campus, most prominent of which are the statue of Mary on the Main Building, the Notre Dame Grotto, and the Word of Life mural on Hesburgh Library depicting Christ as a teacher."
0,What was the music hall at Notre Dame called?,"Eventually becoming known as Washington Hall, it hosted plays and musical acts put on by the school."
1,What was the music hall at Notre Dame called?,"Around the time of the fire, a music hall was opened."
0,On what date was the rebuilding of The Main Building begun at Notre Dame after the fire that claimed the previous?,Construction was started on the 17th of May and by the incredible zeal of administrator and workers the building was completed before the fall semester of 1879.
1,On what date was the rebuilding of The Main Building begun at Notre Dame after the fire that claimed the previous?,"Sorin and the president at the time, the Rev. William Corby, immediately planned for the rebuilding of the structure that had housed virtually the entire University."
0,What did the Science Hall at Notre Dame come to be known as?,"By 1880, a science program was established at the university, and a Science Hall (today LaFortune Student Center) was built in 1883."
1,What did the Science Hall at Notre Dame come to be known as?,"Eventually becoming known as Washington Hall, it hosted plays and musical acts put on by the school."
0,What was the amount of wins Knute Rockne attained at Notre Dame while head coach?,"Under Rockne, the Irish would post a record of 105 wins, 12 losses, and five ties."
1,What was the amount of wins Knute Rockne attained at Notre Dame while head coach?,Rockne's offenses employed the Notre Dame Box and his defenses ran a 7–2–2 scheme.
0,How many years was Knute Rockne head coach at Notre Dame?,"During his 13 years the Irish won three national championships, had five undefeated seasons, won the Rose Bowl in 1925, and produced players such as George Gipp and the ""Four Horsemen""."
1,How many years was Knute Rockne head coach at Notre Dame?,Knute Rockne became head coach in 1918.
0,How many national titles were won when Knute Rockne coached at Notre Dame?,"During his 13 years the Irish won three national championships, had five undefeated seasons, won the Rose Bowl in 1925, and produced players such as George Gipp and the ""Four Horsemen""."
1,How many national titles were won when Knute Rockne coached at Notre Dame?,Knute Rockne has the highest winning percentage (.881) in NCAA Division I/FBS football history.
0,"Catholic people identified with Notre Dame, what religious group did people feel Yale represented?","Catholics rallied up around the team and listen to the games on the radio, especially when it knocked off the schools that symbolized the Protestant establishment in America — Harvard, Yale, Princeton, and Army."
1,"Catholic people identified with Notre Dame, what religious group did people feel Yale represented?","Nativism and anti-Catholicism, especially when directed towards immigrants, were cornerstones of the KKK's rhetoric, and Notre Dame was seen as a symbol of the threat posed by the Catholic Church."
0,What type of event did the Klan intend to have at Notre Dame in March of 1924?,The Klan decided to have a week-long Klavern in South Bend.
1,What type of event did the Klan intend to have at Notre Dame in March of 1924?,The most remarkable episode of violence was the clash between Notre Dame students and the Ku Klux Klan in 1924.
0,Which year was the Laetare Medal first given out at Notre Dame?,"During his tenure at Notre Dame, he brought numerous refugee intellectuals to campus; he selected Frank H. Spearman, Jeremiah D. M. Ford, Irvin Abell, and Josephine Brownson for the Laetare Medal, instituted in 1883."
1,Which year was the Laetare Medal first given out at Notre Dame?,"He wrote, ""Notre Dame football is a spiritual service because it is played for the honor and glory of God and of his Blessed Mother."
0,Which president did Notre Dame have in 1947?,"The Rev. John J. Cavanaugh, C.S.C. served as president from 1946 to 1952."
1,Which president did Notre Dame have in 1947?,"Cavanaugh also presided over the construction of the Nieuwland Science Hall, Fisher Hall, and the Morris Inn, as well as the Hall of Liberal Arts (now O'Shaughnessy Hall), made possible by a donation from I.A. O'Shaughnessy, at the time the largest ever made to an American Catholic university."
0,"Outside of an institute studying animals, what other institute did Cavanugh create at Notre Dame?",Cavanaugh also established the Lobund Institute for Animal Studies and Notre Dame's Medieval Institute.
1,"Outside of an institute studying animals, what other institute did Cavanugh create at Notre Dame?","Cavanaugh also presided over the construction of the Nieuwland Science Hall, Fisher Hall, and the Morris Inn, as well as the Hall of Liberal Arts (now O'Shaughnessy Hall), made possible by a donation from I.A. O'Shaughnessy, at the time the largest ever made to an American Catholic university."
0,What was the size of the Notre Dame endowment when Theodore Hesburgh became president?,"In that time the annual operating budget rose by a factor of 18 from $9.7 million to $176.6 million, and the endowment by a factor of 40 from $9 million to $350 million, and research funding by a factor of 20 from $735,000 to $15 million."
1,What was the size of the Notre Dame endowment when Theodore Hesburgh became president?,"The Rev. Theodore Hesburgh, C.S.C., (1917–2015) served as president for 35 years (1952–87) of dramatic transformations."
0,How many faculty members were at Notre Dame when Hesburgh left the role of president?,"Enrollment nearly doubled from 4,979 to 9,600, faculty more than doubled 389 to 950, and degrees awarded annually doubled from 1,212 to 2,500."
1,How many faculty members were at Notre Dame when Hesburgh left the role of president?,"The Rev. Theodore Hesburgh, C.S.C., (1917–2015) served as president for 35 years (1952–87) of dramatic transformations."
0,What type of educational institute is Hesburgh given credit for creating at Notre Dame?,Hesburgh is also credited with transforming the face of Notre Dame by making it a coeducational institution.
1,What type of educational institute is Hesburgh given credit for creating at Notre Dame?,"In the mid-1960s Notre Dame and Saint Mary's College developed a co-exchange program whereby several hundred students took classes not offered at their home institution, an arrangement that added undergraduate women to a campus that already had a few women in the graduate schools."
0,What title did Thomas Blantz have at Notre Dame?,"Thomas Blantz, C.S.C., Notre Dame's Vice President of Student Affairs, added that coeducation ""opened up a whole other pool of very bright students."
1,What title did Thomas Blantz have at Notre Dame?,"In American college education,"" explained the Rev. Charles E. Sheedy, C.S.C., Notre Dame's Dean of Arts and Letters, ""certain features formerly considered advantageous and enviable are now seen as anachronistic and out of place...."
0,In what year did Notre Dame have its earliest undergraduate that was female?,In 1971 Mary Ann Proctor became the first female undergraduate; she transferred from St. Mary's College.
1,In what year did Notre Dame have its earliest undergraduate that was female?,"In the mid-1960s Notre Dame and Saint Mary's College developed a co-exchange program whereby several hundred students took classes not offered at their home institution, an arrangement that added undergraduate women to a campus that already had a few women in the graduate schools."
0,During what years was Edward Malloy president of Notre Dame?,"In the 18 years under the presidency of Edward Malloy, C.S.C., (1987–2005), there was a rapid growth in the school's reputation, faculty, and resources."
1,During what years was Edward Malloy president of Notre Dame?,Notre Dame's most recent[when?]
0,"What was the SAT score, on average, at Notre Dame when Edward Malloy became president?","He increased the faculty by more than 500 professors; the academic quality of the student body has improved dramatically, with the average SAT score rising from 1240 to 1360; the number of minority students more than doubled; the endowment grew from $350 million to more than $3 billion; the annual operating budget rose from $177 million to more than $650 million; and annual research funding improved from $15 million to more than $70 million."
1,"What was the SAT score, on average, at Notre Dame when Edward Malloy became president?","In the 18 years under the presidency of Edward Malloy, C.S.C., (1987–2005), there was a rapid growth in the school's reputation, faculty, and resources."
0,When Malloy became president of Notre Dame what was the size of the endowment?,"He increased the faculty by more than 500 professors; the academic quality of the student body has improved dramatically, with the average SAT score rising from 1240 to 1360; the number of minority students more than doubled; the endowment grew from $350 million to more than $3 billion; the annual operating budget rose from $177 million to more than $650 million; and annual research funding improved from $15 million to more than $70 million."
1,When Malloy became president of Notre Dame what was the size of the endowment?,"In the 18 years under the presidency of Edward Malloy, C.S.C., (1987–2005), there was a rapid growth in the school's reputation, faculty, and resources."
0,When Malloy reached the end of his time as president how much annuals funding for research did Notre Dame have?,"He increased the faculty by more than 500 professors; the academic quality of the student body has improved dramatically, with the average SAT score rising from 1240 to 1360; the number of minority students more than doubled; the endowment grew from $350 million to more than $3 billion; the annual operating budget rose from $177 million to more than $650 million; and annual research funding improved from $15 million to more than $70 million."
1,When Malloy reached the end of his time as president how much annuals funding for research did Notre Dame have?,"In the 18 years under the presidency of Edward Malloy, C.S.C., (1987–2005), there was a rapid growth in the school's reputation, faculty, and resources."
0,The amount of professors at Notre Dame increased by what amount under Malloy?,"He increased the faculty by more than 500 professors; the academic quality of the student body has improved dramatically, with the average SAT score rising from 1240 to 1360; the number of minority students more than doubled; the endowment grew from $350 million to more than $3 billion; the annual operating budget rose from $177 million to more than $650 million; and annual research funding improved from $15 million to more than $70 million."
1,The amount of professors at Notre Dame increased by what amount under Malloy?,"In the 18 years under the presidency of Edward Malloy, C.S.C., (1987–2005), there was a rapid growth in the school's reputation, faculty, and resources."
0,Who was the Notre Dame president that preceded John Jenkins?,"Jenkins took over the position from Malloy on July 1, 2005."
1,Who was the Notre Dame president that preceded John Jenkins?,"Since 2005, Notre Dame has been led by John I. Jenkins, C.S.C., the 17th president of the university."
0,Which arena was constructed under Jenkins at Notre Dame?,"During his tenure, Notre Dame has increased its endowment, enlarged its student body, and undergone many construction projects on campus, including Compton Family Ice Arena, a new architecture hall, additional residence halls, and the Campus Crossroads, a $400m enhancement and expansion of Notre Dame Stadium."
1,Which arena was constructed under Jenkins at Notre Dame?,"Since 2005, Notre Dame has been led by John I. Jenkins, C.S.C., the 17th president of the university."
0,How much money was spent on enhancing Notre Dame Stadium under John Jenkins?,"During his tenure, Notre Dame has increased its endowment, enlarged its student body, and undergone many construction projects on campus, including Compton Family Ice Arena, a new architecture hall, additional residence halls, and the Campus Crossroads, a $400m enhancement and expansion of Notre Dame Stadium."
1,How much money was spent on enhancing Notre Dame Stadium under John Jenkins?,"Since 2005, Notre Dame has been led by John I. Jenkins, C.S.C., the 17th president of the university."
0,In which architectural style is the Basilica of the Sacred Heart at Notre Dame made?,It is built in French Revival style and it is decorated by stained glass windows imported directly from France.
1,In which architectural style is the Basilica of the Sacred Heart at Notre Dame made?,The current Basilica of the Sacred Heart is located on the spot of Fr.
0,Which individual painted the inside of the Basilica of the Sacred Heart at Notre Dame?,"The interior was painted by Luigi Gregori, an Italian painter invited by Fr."
1,Which individual painted the inside of the Basilica of the Sacred Heart at Notre Dame?,The current Basilica of the Sacred Heart is located on the spot of Fr.
0,What is the annual budget of Notre Dame's LaFortune Center?,LaFortune employs 35 part-time student staff and 29 full-time non-student staff and has an annual budget of $1.2 million.
1,What is the annual budget of Notre Dame's LaFortune Center?,"Commonly known as ""LaFortune"" or ""LaFun,"" it is a 4-story building of 83,000 square feet that provides the Notre Dame community with a meeting place for social, recreational, cultural, and educational activities."
0,How many halls are at Notre Dame that house students?,Over the years 29 residence halls have been built to accommodate students and each has been constructed with its own chapel.
1,How many halls are at Notre Dame that house students?,"The most famous is Notre Dame Stadium, home of the Fighting Irish football team; it has been renovated several times and today it can hold more than 80 thousand people."
0,Which library was built at Notre Dame in 1963?,"Many academic building were added together with a system of libraries, the most prominent of which is the Theodore Hesburgh Library, built in 1963 and today containing almost 4 million books."
1,Which library was built at Notre Dame in 1963?,"The most famous is Notre Dame Stadium, home of the Fighting Irish football team; it has been renovated several times and today it can hold more than 80 thousand people."
0,Which baseball stadium is found at Notre Dame?,"Also, there are many outdoor fields, as the Frank Eck Stadium for baseball."
1,Which baseball stadium is found at Notre Dame?,"The most famous is Notre Dame Stadium, home of the Fighting Irish football team; it has been renovated several times and today it can hold more than 80 thousand people."
0,In what year did Notre Dame create the Office of Sustainability?,"The University of Notre Dame has made being a sustainability leader an integral part of its mission, creating the Office of Sustainability in 2008 to achieve a number of goals in the areas of power generation, design and construction, waste reduction, procurement, food services, transportation, and water."
1,In what year did Notre Dame create the Office of Sustainability?,"On the Sustainable Endowments Institute's College Sustainability Report Card 2010, University of Notre Dame received a ""B"" grade."
0,Gustavo Gutierrez is faculty of which institute?,The university also houses the Kroc Institute for International Peace Studies.
1,Gustavo Gutierrez is faculty of which institute?,"Father Gustavo Gutierrez, the founder of Liberation Theology is a current faculty member."
0,"Notre Dame has a center in Beijing, what is it referred to as?","Other Global Gateways are located in Beijing, Chicago, Dublin, Jerusalem and Rome."
1,"Notre Dame has a center in Beijing, what is it referred to as?","The university has had a presence in London, England, since 1968."
0,What was Notre Dame's first college?,The College of Arts and Letters was established as the university's first college in 1842 with the first degrees given in 1849.
1,What was Notre Dame's first college?,The university's first academic curriculum was modeled after the Jesuit Ratio Studiorum from Saint Louis University.
0,How many years long was a scientific course under Patrick Dillon at Notre Dame?,"Dillon's scientific courses were six years of work, including higher-level mathematics courses."
1,How many years long was a scientific course under Patrick Dillon at Notre Dame?,The College of Science was established at the university in 1865 by president Father Patrick Dillon.
0,Which hall at Notre Dame contains the current College of Science?,"Today the college, housed in the newly built Jordan Hall of Science, includes over 1,200 undergraduates in six departments of study – biology, chemistry, mathematics, physics, pre-professional studies, and applied and computational mathematics and statistics"
1,Which hall at Notre Dame contains the current College of Science?,The College of Science was established at the university in 1865 by president Father Patrick Dillon.
0,How many undergrad students attend the College of Science at Notre Dame today?,"Today the college, housed in the newly built Jordan Hall of Science, includes over 1,200 undergraduates in six departments of study – biology, chemistry, mathematics, physics, pre-professional studies, and applied and computational mathematics and statistics"
1,How many undergrad students attend the College of Science at Notre Dame today?,The College of Science was established at the university in 1865 by president Father Patrick Dillon.
0,In what building is the current School of Architecture housed at Notre Dame?,"Today the school, housed in Bond Hall, offers a five-year undergraduate program leading to the Bachelor of Architecture degree."
1,In what building is the current School of Architecture housed at Notre Dame?,"The university is globally recognized for its Notre Dame School of Architecture, a faculty that teaches (pre-modernist) traditional and classical architecture and urban planning (e.g. following the principles of New Urbanism and New Classical Architecture)."
0,What length is the course of study at the Notre Dame School of Architecture?,"Today the school, housed in Bond Hall, offers a five-year undergraduate program leading to the Bachelor of Architecture degree."
1,What length is the course of study at the Notre Dame School of Architecture?,"The university is globally recognized for its Notre Dame School of Architecture, a faculty that teaches (pre-modernist) traditional and classical architecture and urban planning (e.g. following the principles of New Urbanism and New Classical Architecture)."
0,Which prestigious prize does the School of Architecture at Notre Dame give out?,It also awards the renowned annual Driehaus Architecture Prize.
1,Which prestigious prize does the School of Architecture at Notre Dame give out?,"Today the school, housed in Bond Hall, offers a five-year undergraduate program leading to the Bachelor of Architecture degree."
0,Where is the theology library at Notre Dame?,"Located on the first floor of Stanford Hall, it is the first branch of the library system to be housed in a dorm room."
1,Where is the theology library at Notre Dame?,A theology library was also opened in fall of 2015.
0,From where did Anton-Hermann Chroust come to reach Notre Dame?,"From Germany came Anton-Hermann Chroust (1907–1982) in classics and law, and Waldemar Gurian a German Catholic intellectual of Jewish descent."
1,From where did Anton-Hermann Chroust come to reach Notre Dame?,The rise of Hitler and other dictators in the 1930s forced numerous Catholic intellectuals to flee Europe; president John O'Hara brought many to Notre Dame.
0,What field of study did Anton-Hermann Chroust specialize in?,"From Germany came Anton-Hermann Chroust (1907–1982) in classics and law, and Waldemar Gurian a German Catholic intellectual of Jewish descent."
1,What field of study did Anton-Hermann Chroust specialize in?,"Yves Simon (1903–61), brought to ND in the 1940s the insights of French studies in the Aristotelian-Thomistic tradition of philosophy; his own teacher Jacques Maritain (1882–73) was a frequent visitor to campus."
0,What was Ivan Meštrović known for being?,"Ivan Meštrović (1883–1962), a renowned sculptor, brought Croatian culture to campus, 1955–62."
1,What was Ivan Meštrović known for being?,"Yves Simon (1903–61), brought to ND in the 1940s the insights of French studies in the Aristotelian-Thomistic tradition of philosophy; his own teacher Jacques Maritain (1882–73) was a frequent visitor to campus."
0,"The school known as Notre Dame is known by a more lengthy name, what is it?",The University of Notre Dame du Lac (or simply Notre Dame /ˌnoʊtərˈdeɪm/
1,"The school known as Notre Dame is known by a more lengthy name, what is it?","The main campus covers 1,250 acres in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), and the Basilica."
0,What type of institution is the Notre Dame?,"NOH-tər-DAYM) is a Catholic research university located adjacent to South Bend, Indiana, in the United States."
1,What type of institution is the Notre Dame?,"In French, Notre Dame du Lac means ""Our Lady of the Lake"" and refers to the university's patron saint, the Virgin Mary."
0,The French words Notre Dame du Lac translate to what in English?,"In French, Notre Dame du Lac means ""Our Lady of the Lake"" and refers to the university's patron saint, the Virgin Mary."
1,The French words Notre Dame du Lac translate to what in English?,The University of Notre Dame du Lac (or simply Notre Dame /ˌnoʊtərˈdeɪm/
